time,running_avg_rt_ms
743.7127,134.3397
743.7147,134.3417
743.7871,134.3413
743.7918,134.3410
743.8087,134.3371
743.8745,134.3334
743.8898,134.3281
743.9375,134.3218
743.9911,134.3162
743.9961,134.3101
744.0477,134.3030
744.0772,134.2971
744.1781,134.2967
744.2115,134.2972
744.2874,134.2986
744.3052,134.2987
744.3157,134.2960
744.3407,134.2945
744.4115,134.2957
744.4179,134.2927
744.4458,134.2894
744.4897,134.2855
744.6052,134.2805
744.6188,134.2758
744.6555,134.2696
744.6626,134.2631
744.7127,134.2572
744.7246,134.2506
744.7317,134.2436
744.8184,134.2365
744.8522,134.2308
744.9087,134.2252
744.9333,134.2201
744.9609,134.2153
744.9663,134.2082
745.1165,134.2068
745.1170,134.2051
745.1338,134.1995
745.1363,134.1937
745.1619,134.1866
745.2700,134.1813
745.3173,134.1771
745.4146,134.1731
745.4219,134.1687
745.4338,134.1623
745.4530,134.1551
745.4962,134.1483
745.5761,134.1416
745.6180,134.1354
745.6317,134.1294
745.6557,134.1227
745.7201,134.1177
745.7236,134.1125
745.7501,134.1077
745.7758,134.1025
745.8008,134.0981
745.8115,134.0927
745.8644,134.0899
745.8917,134.0857
745.8940,134.0815
746.0164,134.0797
746.0484,134.0768
746.0886,134.0741
746.1404,134.0717
746.1439,134.0661
746.1608,134.0599
746.1831,134.0532
746.2287,134.0463
746.2471,134.0393
746.3462,134.0334
746.3558,134.0278
746.3637,134.0214
746.3700,134.0146
746.4514,134.0086
746.4811,134.0034
746.5407,133.9971
746.5727,133.9899
746.7949,133.9837
746.8682,133.9768
746.9028,133.9703
746.9723,133.9651
747.0433,133.9621
747.0760,133.9590
747.1184,133.9582
747.2166,133.9614
747.2221,133.9627
747.2280,133.9622
747.2492,133.9626
747.3191,133.9650
747.3462,133.9679
747.3517,133.9701
747.3725,133.9694
747.4205,133.9629
747.4244,133.9561
747.5412,133.9545
747.5549,133.9537
747.5638,133.9520
747.5848,133.9494
747.7357,133.9423
747.7541,133.9354
747.8018,133.9288
747.8068,133.9220
747.8597,133.9148
747.9403,133.9091
747.9889,133.9019
748.0182,133.8947
748.0888,133.8898
748.1344,133.8872
748.1399,133.8834
748.1798,133.8817
748.2265,133.8822
748.2774,133.8845
748.3001,133.8870
748.3196,133.8857
748.3271,133.8812
748.4326,133.8816
748.4414,133.8786
748.5136,133.8763
748.5247,133.8726
748.5536,133.8694
748.6864,133.8728
748.7266,133.8746
748.7643,133.8745
748.8135,133.8734
748.8256,133.8728
748.8487,133.8717
748.8664,133.8689
748.8731,133.8654
748.9088,133.8634
748.9370,133.8588
748.9886,133.8521
749.0350,133.8464
749.0409,133.8406
749.0515,133.8340
749.1948,133.8305
749.2001,133.8263
749.2023,133.8208
749.3470,133.8153
749.3770,133.8106
749.3896,133.8060
749.5562,133.8007
749.5597,133.7939
749.6810,133.7871
749.7352,133.7807
749.7455,133.7748
749.7690,133.7686
749.8331,133.7627
749.8732,133.7587
749.9240,133.7573
750.0404,133.7623
750.0754,133.7674
750.0968,133.7729
750.1201,133.7787
750.1271,133.7817
750.1348,133.7810
750.1440,133.7756
750.1718,133.7696
750.2006,133.7635
750.2228,133.7582
750.2893,133.7564
750.3616,133.7538
750.4281,133.7514
750.4726,133.7510
750.5524,133.7524
750.6307,133.7579
750.7327,133.7652
750.7963,133.7746
750.8331,133.7853
750.8356,133.7933
750.9303,133.8061
750.9361,133.8180
751.0157,133.8323
751.0227,133.8443
751.0510,133.8568
751.1290,133.8696
751.1480,133.8820
751.1742,133.8942
751.1795,133.9041
751.2889,133.9191
751.3146,133.9345
751.3349,133.9506
751.3634,133.9661
751.3981,133.9833
751.4298,134.0013
751.4476,134.0197
751.5098,134.0392
751.6249,134.0640
751.6331,134.0885
751.6389,134.1113
751.6576,134.1325
751.6882,134.1535
751.7270,134.1700
751.7464,134.1838
751.7531,134.1956
751.8015,134.2088
751.8134,134.2125
751.8230,134.2119
751.8280,134.2101
751.8303,134.2051
751.8326,134.1997
751.8464,134.1936
751.9371,134.1897
751.9444,134.1833
752.1278,134.1790
752.1834,134.1753
752.2081,134.1715
752.2349,134.1686
752.2403,134.1652
752.3132,134.1655
752.3198,134.1620
752.3764,134.1609
752.4101,134.1575
752.4250,134.1543
752.4914,134.1477
752.5936,134.1421
752.7196,134.1401
752.7543,134.1379
752.7957,134.1370
752.8020,134.1355
752.9395,134.1378
752.9600,134.1328
752.9705,134.1283
753.0413,134.1232
753.0808,134.1201
753.0846,134.1163
753.1031,134.1128
753.1484,134.1108
753.2121,134.1103
753.2168,134.1097
753.2319,134.1087
753.2408,134.1074
753.2688,134.1068
753.3507,134.1078
753.3518,134.1059
753.3562,134.1021
753.4279,134.0964
753.5615,134.0893
753.6767,134.0858
753.7059,134.0818
753.7444,134.0796
753.8351,134.0820
753.8613,134.0774
753.8780,134.0712
753.9326,134.0659
754.0006,134.0643
754.0251,134.0623
754.0512,134.0595
754.0838,134.0571
754.0917,134.0544
754.1143,134.0527
754.1214,134.0479
754.1750,134.0459
754.2150,134.0441
754.2335,134.0420
754.3490,134.0459
754.3582,134.0426
754.3851,134.0360
754.3969,134.0293
754.4159,134.0229
754.5424,134.0171
754.7892,134.0100
754.8011,134.0032
754.8043,133.9965
754.8773,133.9895
754.9211,133.9843
754.9802,133.9820
754.9993,133.9779
755.0043,133.9724
755.0371,133.9686
755.2056,133.9650
755.2180,133.9615
755.2332,133.9582
755.2380,133.9549
755.2808,133.9504
755.2954,133.9456
755.3152,133.9413
755.3310,133.9378
755.3763,133.9357
755.3784,133.9300
755.4052,133.9245
755.4400,133.9206
755.5101,133.9136
755.5618,133.9086
755.6010,133.9055
755.6087,133.8993
755.6547,133.8936
755.6939,133.8893
755.7265,133.8846
755.7276,133.8798
755.8392,133.8730
755.9201,133.8658
756.0465,133.8610
756.1049,133.8593
756.1451,133.8596
756.1469,133.8538
756.2318,133.8485
756.2364,133.8421
756.3117,133.8356
756.4013,133.8339
756.4412,133.8337
756.5555,133.8267
756.6502,133.8245
756.6695,133.8216
756.6921,133.8145
756.7142,133.8082
756.7540,133.8039
756.8214,133.7969
756.9655,133.7925
757.0028,133.7899
757.0107,133.7866
757.0143,133.7802
757.0582,133.7745
757.1054,133.7713
757.1234,133.7642
757.1815,133.7602
757.2204,133.7558
757.2400,133.7493
757.2455,133.7425
757.2848,133.7377
757.3176,133.7345
757.4236,133.7359
757.4306,133.7335
757.4570,133.7309
757.4831,133.7293
757.4995,133.7257
757.5189,133.7205
757.6049,133.7186
757.6083,133.7116
757.7788,133.7051
757.7858,133.6987
757.8100,133.6916
757.8540,133.6845
757.8808,133.6776
757.9154,133.6719
758.1355,133.6753
758.1392,133.6780
758.1917,133.6823
758.1933,133.6842
758.2360,133.6826
758.2704,133.6810
758.2718,133.6790
758.3750,133.6737
758.4785,133.6681
758.4804,133.6622
758.5245,133.6570
758.6450,133.6514
758.6839,133.6473
758.7705,133.6470
758.8218,133.6476
758.8534,133.6489
758.8581,133.6499
758.8979,133.6515
758.9417,133.6548
758.9481,133.6556
758.9813,133.6565
758.9842,133.6575
759.0082,133.6591
759.0237,133.6604
759.0983,133.6650
759.1180,133.6680
759.1527,133.6689
759.1582,133.6647
759.1802,133.6590
759.2404,133.6544
759.2466,133.6472
759.2940,133.6419
759.3011,133.6353
759.3586,133.6287
759.3687,133.6217
759.4119,133.6156
759.4260,133.6087
759.4310,133.6016
759.4829,133.5952
759.5152,133.5891
759.5575,133.5849
759.5795,133.5799
759.5952,133.5757
759.6665,133.5686
759.7110,133.5622
759.7298,133.5569
759.8115,133.5556
759.9228,133.5554
759.9311,133.5507
759.9702,133.5447
760.0619,133.5398
760.1070,133.5365
760.1887,133.5362
760.1917,133.5341
760.1950,133.5284
760.2461,133.5226
760.2638,133.5176
760.3202,133.5136
760.3903,133.5094
760.4083,133.5044
760.4216,133.4996
760.4390,133.4936
760.4493,133.4878
760.4758,133.4820
760.5404,133.4757
760.6539,133.4703
760.7152,133.4647
760.7830,133.4615
760.8424,133.4585
760.8450,133.4544
760.8459,133.4482
760.9084,133.4426
760.9351,133.4358
760.9960,133.4306
761.0154,133.4258
761.0217,133.4189
761.0550,133.4130
761.1946,133.4072
761.2010,133.4011
761.2074,133.3940
761.2554,133.3871
761.3600,133.3816
761.3859,133.3751
761.4466,133.3705
761.5499,133.3668
761.5694,133.3633
761.6621,133.3591
761.6908,133.3552
761.7057,133.3485
761.7374,133.3418
761.7630,133.3358
761.7671,133.3300
761.7971,133.3255
761.8227,133.3218
761.8328,133.3173
761.8711,133.3144
761.8940,133.3119
761.9324,133.3104
761.9640,133.3100
762.0991,133.3064
762.1566,133.3051
762.1868,133.3018
762.2682,133.2990
762.3083,133.2957
762.4078,133.2898
762.5115,133.2847
762.5266,133.2789
762.5500,133.2737
762.5814,133.2687
762.6722,133.2673
762.6818,133.2658
762.6872,133.2627
762.8746,133.2696
762.9549,133.2746
762.9800,133.2810
762.9970,133.2828
763.0795,133.2886
763.1157,133.2870
763.1302,133.2861
763.1330,133.2832
763.2013,133.2783
763.2855,133.2768
763.3014,133.2761
763.3288,133.2761
763.3406,133.2739
763.3622,133.2728
763.3996,133.2722
763.4046,133.2709
763.4466,133.2662
763.4724,133.2602
763.4981,133.2543
763.5968,133.2479
763.7163,133.2413
763.8661,133.2383
763.8983,133.2367
763.9172,133.2329
763.9579,133.2313
763.9883,133.2309
763.9990,133.2295
764.0020,133.2246
764.0332,133.2206
764.0669,133.2173
764.0792,133.2133
764.1098,133.2110
764.1846,133.2100
764.2140,133.2080
764.2558,133.2015
764.2610,133.1944
764.3023,133.1885
764.3968,133.1830
764.4150,133.1776
764.4967,133.1756
764.5240,133.1739
764.6181,133.1769
764.6550,133.1810
764.6573,133.1846
764.6679,133.1851
764.6983,133.1872
764.7010,133.1880
764.7604,133.1913
764.8124,133.1879
764.9084,133.1858
764.9597,133.1857
765.0632,133.1901
765.0732,133.1937
765.1527,133.2014
765.2055,133.2106
765.2237,133.2182
765.3041,133.2294
765.4807,133.2501
765.4865,133.2708
765.5148,133.2927
765.5227,133.3145
765.5367,133.3360
765.5668,133.3566
765.5773,133.3738
765.5838,133.3910
765.5944,133.4060
765.6222,133.4222
765.7798,133.4458
765.8076,133.4699
765.8234,133.4944
765.8471,133.5165
765.8697,133.5389
765.8888,133.5599
765.9046,133.5781
765.9203,133.5947
765.9321,133.6118
765.9364,133.6268
765.9464,133.6422
766.0111,133.6584
766.0661,133.6652
766.0929,133.6714
766.1387,133.6778
766.1438,133.6833
766.2133,133.6903
766.2760,133.6957
766.2824,133.7008
766.2886,133.6990
766.2934,133.6955
766.2954,133.6916
766.3098,133.6865
766.3580,133.6834
766.3791,133.6801
766.4105,133.6776
766.4718,133.6781
766.5726,133.6755
766.5977,133.6726
766.6382,133.6707
766.7401,133.6643
766.8837,133.6647
766.9214,133.6671
766.9628,133.6716
766.9795,133.6766
766.9853,133.6796
766.9959,133.6814
767.0127,133.6834
767.0162,133.6807
767.1564,133.6841
767.1613,133.6832
767.1653,133.6781
767.1882,133.6741
767.1987,133.6673
767.2738,133.6624
767.3339,133.6564
767.4040,133.6493
767.4971,133.6426
767.5975,133.6359
767.6591,133.6308
767.6629,133.6239
767.6854,133.6179
767.7463,133.6151
767.7903,133.6137
767.7977,133.6121
767.8190,133.6111
767.8507,133.6098
767.8575,133.6089
767.8874,133.6077
767.8969,133.6059
767.9215,133.6052
768.0242,133.6030
768.1374,133.6054
768.1697,133.6049
768.2028,133.6053
768.2331,133.6016
768.2520,133.5981
768.2831,133.5961
768.3171,133.5945
768.3436,133.5936
768.3528,133.5933
768.3635,133.5920
768.3743,133.5883
768.3784,133.5829
768.4502,133.5764
768.5306,133.5708
768.5849,133.5643
768.6854,133.5610
768.6884,133.5567
768.7769,133.5557
768.8799,133.5601
768.9269,133.5669
768.9352,133.5737
768.9496,133.5798
768.9519,133.5851
768.9977,133.5892
769.0128,133.5923
769.1418,133.6017
769.1456,133.6097
769.4416,133.6333
769.5122,133.6550
769.5305,133.6770
769.5623,133.7006
769.6240,133.7183
769.6351,133.7336
769.6448,133.7487
769.6760,133.7653
769.6860,133.7816
769.7226,133.7985
769.7637,133.8161
769.7747,133.8332
769.8162,133.8506
769.8369,133.8676
769.8535,133.8815
769.8954,133.8948
769.9015,133.9080
769.9396,133.9206
769.9468,133.9332
769.9606,133.9434
769.9939,133.9538
769.9969,133.9630
769.9972,133.9704
770.0138,133.9780
770.0579,133.9876
770.0705,133.9947
770.0783,134.0018
770.1756,134.0069
770.2031,134.0056
770.2104,134.0041
770.2196,134.0020
770.2361,133.9996
770.2447,133.9947
770.2874,133.9905
770.3031,133.9839
770.3276,133.9784
770.4882,133.9750
770.6079,133.9757
770.6363,133.9760
770.6582,133.9747
770.7400,133.9741
770.7535,133.9734
770.7794,133.9729
770.7932,133.9719
770.8174,133.9709
770.8359,133.9706
770.8753,133.9723
770.9077,133.9755
770.9671,133.9806
770.9726,133.9839
771.0329,133.9891
771.0661,133.9913
771.0727,133.9912
771.0839,133.9915
771.1230,133.9929
771.1261,133.9941
771.2116,133.9957
771.2193,133.9969
771.2329,133.9918
771.3300,133.9899
771.3738,133.9903
771.4582,133.9929
771.4665,133.9949
771.4786,133.9970
771.5524,134.0021
771.5684,134.0044
771.6684,134.0087
771.6792,134.0121
771.6826,134.0136
771.7784,134.0129
771.7796,134.0123
771.8493,134.0143
771.8896,134.0180
771.9974,134.0266
772.0113,134.0292
772.1104,134.0354
772.1148,134.0406
772.1943,134.0497
772.2253,134.0599
772.2807,134.0715
772.2847,134.0743
772.4612,134.0831
772.5479,134.0964
772.5655,134.1094
772.6013,134.1233
772.6439,134.1385
772.6799,134.1550
772.6863,134.1603
772.6905,134.1600
772.7161,134.1591
772.8510,134.1631
772.9035,134.1696
772.9199,134.1668
772.9543,134.1649
772.9799,134.1617
773.0190,134.1575
773.0244,134.1532
773.0267,134.1483
773.1774,134.1502
773.1866,134.1487
773.1954,134.1469
773.2182,134.1441
773.2855,134.1447
773.3711,134.1493
773.4199,134.1540
773.4427,134.1592
773.4590,134.1636
773.4850,134.1639
773.5078,134.1647
773.5476,134.1671
773.5633,134.1693
773.6366,134.1741
773.6688,134.1783
773.7012,134.1841
773.7747,134.1934
773.8113,134.2018
773.8582,134.2104
773.8586,134.2169
773.9525,134.2281
774.0064,134.2401
774.0335,134.2525
774.0482,134.2635
774.1095,134.2754
774.1180,134.2874
774.1397,134.2987
774.1630,134.3114
774.1699,134.3227
774.2043,134.3345
774.2159,134.3456
774.2439,134.3564
774.2481,134.3671
774.2918,134.3787
774.2922,134.3900
774.2985,134.4015
774.3693,134.4141
774.4239,134.4281
774.6480,134.4436
774.6779,134.4555
774.6795,134.4665
774.6841,134.4768
774.6950,134.4870
774.7269,134.4939
774.7428,134.4949
774.7541,134.4964
774.7930,134.4983
774.8401,134.5020
774.8491,134.5058
774.9428,134.5115
774.9581,134.5151
774.9969,134.5206
775.0061,134.5260
775.0495,134.5331
775.1089,134.5428
775.1253,134.5524
775.1575,134.5627
775.1651,134.5698
775.2077,134.5761
775.2083,134.5781
775.2536,134.5737
775.2680,134.5691
775.2903,134.5646
775.2993,134.5580
775.3160,134.5521
775.3650,134.5479
775.4291,134.5423
775.5543,134.5373
775.6523,134.5318
775.6752,134.5256
775.8018,134.5188
776.0822,134.5146
776.2574,134.5164
776.2890,134.5190
776.3515,134.5229
776.4649,134.5315
776.5088,134.5424
776.5437,134.5528
776.5486,134.5605
776.5510,134.5678
776.6431,134.5791
776.6567,134.5890
776.6746,134.5959
776.7068,134.5985
776.7215,134.5989
776.8004,134.5987
776.8477,134.5999
776.8753,134.6023
776.8778,134.6036
776.9107,134.6001
776.9338,134.5958
777.0013,134.5938
777.0067,134.5887
777.0959,134.5877
777.1072,134.5860
777.1312,134.5822
777.1512,134.5779
777.2040,134.5727
777.2674,134.5704
777.3246,134.5704
777.4071,134.5739
777.5428,134.5841
777.5628,134.5943
777.5760,134.6000
777.6293,134.6058
777.6417,134.6116
777.6584,134.6180
777.6753,134.6239
777.7025,134.6291
777.7267,134.6347
777.7320,134.6333
777.7465,134.6328
777.7507,134.6313
777.7867,134.6291
777.8128,134.6283
777.8845,134.6298
777.8913,134.6289
777.9099,134.6244
777.9121,134.6194
777.9702,134.6175
778.0441,134.6154
778.1055,134.6143
778.1557,134.6143
778.2490,134.6178
778.3530,134.6176
778.3930,134.6154
778.4058,134.6119
778.4487,134.6091
778.4731,134.6071
778.5274,134.6024
778.5645,134.5956
778.6140,134.5890
778.6447,134.5821
778.7404,134.5758
778.9006,134.5768
778.9055,134.5779
778.9311,134.5801
778.9847,134.5826
779.0338,134.5849
779.0840,134.5896
779.0993,134.5948
779.1009,134.5948
779.1734,134.5979
779.2100,134.6012
779.2313,134.5999
779.3154,134.5990
779.3568,134.5997
779.4091,134.5987
779.4221,134.5981
779.4290,134.5969
779.4414,134.5939
779.5040,134.5892
779.5810,134.5840
779.5983,134.5793
779.6531,134.5770
779.6650,134.5749
779.6747,134.5693
779.7036,134.5641
779.7506,134.5609
779.8678,134.5551
779.9115,134.5502
780.0492,134.5437
780.0598,134.5370
780.1196,134.5323
780.1469,134.5257
780.1766,134.5201
780.2561,134.5140
780.2890,134.5084
780.3654,134.5044
780.3707,134.4986
780.4569,134.4931
780.4574,134.4867
780.5684,134.4847
780.6212,134.4853
780.6728,134.4858
780.6945,134.4868
780.6969,134.4861
780.7421,134.4861
780.7799,134.4880
780.8246,134.4920
780.8260,134.4957
780.8438,134.4987
780.8758,134.5013
780.8980,134.5000
780.9135,134.4956
780.9192,134.4903
781.1143,134.4838
781.1236,134.4778
781.1692,134.4735
781.2066,134.4704
781.2340,134.4670
781.2368,134.4620
781.2486,134.4574
781.2527,134.4523
781.3091,134.4457
781.3372,134.4403
781.3897,134.4369
781.4243,134.4339
781.4338,134.4275
781.5779,134.4239
781.6029,134.4201
781.6155,134.4147
781.6767,134.4110
781.6845,134.4062
781.7532,134.4035
781.7904,134.4007
781.8052,134.3983
781.8228,134.3951
781.8276,134.3907
781.8705,134.3837
781.9269,134.3780
782.0542,134.3713
782.0927,134.3650
782.1813,134.3613
782.2376,134.3588
782.2496,134.3569
782.2642,134.3546
782.2686,134.3496
782.2805,134.3445
782.2974,134.3395
782.3242,134.3353
782.3631,134.3322
782.3847,134.3278
782.4150,134.3239
782.4193,134.3176
782.4520,134.3108
782.5450,134.3047
782.6145,134.3018
782.6302,134.2994
782.6424,134.2925
782.7269,134.2862
782.8274,134.2830
782.8403,134.2791
782.8846,134.2759
782.8914,134.2726
782.9894,134.2692
783.0895,134.2666
783.1030,134.2640
783.1350,134.2615
783.1910,134.2582
783.2153,134.2544
783.2463,134.2515
783.3566,134.2449
783.3855,134.2397
783.4382,134.2368
783.4558,134.2334
783.5323,134.2314
783.6346,134.2328
783.6363,134.2328
783.6496,134.2329
783.7083,134.2356
783.7404,134.2387
783.8063,134.2435
783.8694,134.2501
783.8802,134.2527
783.9110,134.2540
784.0271,134.2569
784.0398,134.2587
784.0723,134.2586
784.0920,134.2586
784.1704,134.2589
784.1930,134.2524
784.2103,134.2459
784.2892,134.2423
784.3137,134.2397
784.3195,134.2363
784.3344,134.2310
784.3561,134.2264
784.3779,134.2227
784.4139,134.2205
784.4234,134.2180
784.4258,134.2147
784.4346,134.2105
784.4958,134.2095
784.6234,134.2130
784.6437,134.2145
784.7088,134.2155
784.7264,134.2148
784.7621,134.2107
784.8451,134.2059
784.9147,134.2009
785.0532,134.1987
785.0636,134.1927
785.1510,134.1866
785.1562,134.1807
785.2765,134.1770
785.3121,134.1744
785.3567,134.1712
785.4072,134.1696
785.4444,134.1651
785.4573,134.1589
785.4620,134.1522
785.5223,134.1464
785.5821,134.1413
785.6098,134.1345
785.6538,134.1286
785.7076,134.1225
785.7857,134.1193
785.8043,134.1150
785.8287,134.1081
785.8595,134.1013
785.9165,134.0953
785.9868,134.0898
786.0131,134.0831
786.0532,134.0774
786.0841,134.0731
786.1187,134.0678
786.1383,134.0627
786.1611,134.0583
786.2285,134.0561
786.2296,134.0537
786.2692,134.0470
786.2978,134.0401
786.3763,134.0338
786.4605,134.0275
786.4861,134.0224
786.4899,134.0164
786.5058,134.0109
786.5368,134.0060
786.7009,134.0033
786.7520,134.0032
786.7691,134.0011
786.7848,133.9979
786.8544,133.9915
786.9216,133.9872
786.9286,133.9807
786.9914,133.9746
787.0033,133.9685
787.0289,133.9626
787.0315,133.9557
787.0591,133.9491
787.1027,133.9439
787.1073,133.9376
787.1705,133.9315
787.2034,133.9265
787.2345,133.9222
787.2723,133.9187
787.3048,133.9160
787.3672,133.9142
787.3797,133.9096
787.4114,133.9059
787.4179,133.9022
787.4190,133.8983
787.4692,133.8923
787.5659,133.8912
787.7125,133.8854
787.7971,133.8796
787.8576,133.8757
787.9234,133.8726
787.9292,133.8694
787.9477,133.8656
787.9639,133.8616
788.0138,133.8591
788.0911,133.8606
788.1177,133.8619
788.1357,133.8623
788.1419,133.8611
788.1466,133.8575
788.1628,133.8540
788.2001,133.8492
788.2199,133.8424
788.2373,133.8364
788.2542,133.8305
788.2691,133.8241
788.2731,133.8179
788.3880,133.8129
788.4224,133.8093
788.4901,133.8084
788.5210,133.8076
788.5599,133.8083
788.5760,133.8093
788.6071,133.8102
788.6955,133.8151
788.7151,133.8195
788.7212,133.8225
788.7368,133.8215
788.7447,133.8172
788.8056,133.8128
788.8235,133.8080
788.8570,133.8050
788.8774,133.8017
788.8824,133.7956
789.0034,133.7915
789.0234,133.7880
789.1037,133.7870
789.1203,133.7844
789.2043,133.7784
789.2421,133.7733
789.2779,133.7689
789.2936,133.7633
789.3251,133.7587
789.3633,133.7540
789.5005,133.7500
789.5607,133.7449
789.5772,133.7382
789.6350,133.7327
789.8012,133.7319
789.8969,133.7361
789.9122,133.7361
789.9396,133.7361
789.9765,133.7347
789.9884,133.7299
790.0477,133.7273
790.1843,133.7310
790.1936,133.7333
790.2158,133.7333
790.2510,133.7305
790.2720,133.7282
790.3565,133.7292
790.3612,133.7298
790.4216,133.7335
790.4454,133.7368
790.4528,133.7399
790.4588,133.7421
790.4765,133.7431
790.5540,133.7436
790.5562,133.7436
790.5667,133.7415
790.5751,133.7355
790.5862,133.7292
790.6379,133.7249
790.6574,133.7201
790.6621,133.7153
790.6705,133.7106
790.7844,133.7043
790.8616,133.6988
790.8965,133.6919
790.9485,133.6865
790.9502,133.6807
791.0882,133.6822
791.0980,133.6827
791.1073,133.6799
791.1188,133.6767
791.2592,133.6799
791.3296,133.6844
791.4204,133.6927
791.4527,133.6984
791.4631,133.7037
791.4831,133.7077
791.5013,133.7126
791.5198,133.7072
791.5642,133.7030
791.5866,133.6965
791.6629,133.6901
791.7062,133.6845
791.7163,133.6782
791.8057,133.6741
791.8061,133.6696
791.8484,133.6664
791.8602,133.6616
791.9270,133.6589
791.9827,133.6589
791.9963,133.6585
792.0755,133.6619
792.1132,133.6665
792.1367,133.6685
792.1660,133.6690
792.1928,133.6653
792.3397,133.6616
792.3998,133.6578
792.4103,133.6528
792.4848,133.6470
792.5207,133.6419
792.5653,133.6389
792.6200,133.6324
792.6468,133.6259
792.9097,133.6302
792.9337,133.6356
792.9547,133.6414
793.0024,133.6432
793.0064,133.6441
793.0139,133.6450
793.0172,133.6438
793.0290,133.6409
793.0924,133.6392
793.1887,133.6414
793.2279,133.6437
793.2481,133.6462
793.2561,133.6489
793.3058,133.6543
793.3130,133.6578
793.3487,133.6617
793.3700,133.6615
793.4518,133.6611
793.4909,133.6594
793.5500,133.6548
793.5927,133.6487
793.5996,133.6420
793.7281,133.6398
793.7376,133.6363
793.7582,133.6312
793.7875,133.6264
793.7949,133.6206
793.8339,133.6144
793.8593,133.6088
793.9380,133.6037
794.0708,133.6045
794.0896,133.6058
794.0946,133.6074
794.1488,133.6030
794.1608,133.5982
794.1941,133.5943
794.2007,133.5907
794.3151,133.5928
794.3720,133.5920
794.4201,133.5932
794.4465,133.5930
794.4771,133.5874
794.4794,133.5814
794.5356,133.5758
794.5679,133.5702
794.6314,133.5678
794.6600,133.5655
794.6922,133.5628
794.7075,133.5604
794.7718,133.5538
794.8416,133.5483
794.9367,133.5467
794.9623,133.5427
794.9661,133.5367
795.0638,133.5358
795.1075,133.5357
795.1948,133.5368
795.2636,133.5415
795.3567,133.5502
795.3733,133.5591
795.4295,133.5710
795.4767,133.5852
795.5871,133.6050
795.6049,133.6240
795.6348,133.6439
795.6887,133.6661
795.6939,133.6886
795.8203,133.7176
795.8749,133.7466
795.9366,133.7730
795.9381,133.7986
795.9414,133.8237
795.9632,133.8498
796.0019,133.8749
796.0222,133.8991
796.0987,133.9268
796.1080,133.9532
796.1574,133.9765
796.2542,134.0043
796.2851,134.0323
796.2897,134.0591
796.3678,134.0887
796.3861,134.1174
796.5097,134.1510
796.5366,134.1833
796.5908,134.2154
796.6068,134.2483
796.6505,134.2827
796.6864,134.3160
796.7063,134.3493
796.7379,134.3835
796.7592,134.4154
796.8123,134.4460
796.8240,134.4705
796.8269,134.4899
796.8896,134.5119
796.9255,134.5347
796.9394,134.5552
797.0150,134.5791
797.0346,134.5981
797.0398,134.6171
797.0471,134.6364
797.0634,134.6560
797.0778,134.6741
797.0906,134.6920
797.0963,134.7081
797.1005,134.7227
797.1030,134.7372
797.1202,134.7498
797.1415,134.7590
797.1729,134.7695
797.1776,134.7761
797.1972,134.7806
797.2810,134.7894
797.2898,134.7967
797.2907,134.8024
797.3216,134.8074
797.3524,134.8121
797.3621,134.8172
797.3690,134.8209
797.3771,134.8169
797.4094,134.8112
797.4427,134.8066
797.5055,134.8000
797.5369,134.7935
797.7205,134.7936
797.7914,134.7973
797.7988,134.7964
797.8166,134.7931
797.8241,134.7897
797.8946,134.7842
797.9133,134.7788
797.9321,134.7740
797.9442,134.7682
797.9738,134.7619
798.0136,134.7561
798.0311,134.7508
798.0913,134.7453
798.1125,134.7390
798.1209,134.7329
798.2247,134.7287
798.2454,134.7243
798.2733,134.7182
798.2758,134.7121
798.4187,134.7054
798.4994,134.6986
798.5080,134.6920
798.6204,134.6852
798.7558,134.6786
798.7796,134.6726
798.8582,134.6675
798.8715,134.6619
798.9022,134.6555
798.9523,134.6510
798.9725,134.6459
799.0763,134.6414
799.0911,134.6369
799.1357,134.6345
799.1437,134.6309
799.2245,134.6292
799.2328,134.6249
799.2386,134.6190
799.2582,134.6141
799.3043,134.6093
799.3418,134.6059
799.3606,134.6025
799.3724,134.5991
799.4568,134.5992
799.4872,134.5988
799.5629,134.6005
799.5875,134.5977
799.6033,134.5940
799.6169,134.5898
799.6263,134.5838
799.6339,134.5776
799.6601,134.5726
799.7607,134.5725
799.7678,134.5727
799.7852,134.5723
799.8143,134.5734
800.0045,134.5832
800.0288,134.5921
800.0854,134.5980
800.1616,134.6061
800.2474,134.6184
800.2989,134.6329
800.3079,134.6474
800.3508,134.6640
800.3708,134.6780
800.3734,134.6919
800.3795,134.7029
800.3809,134.7114
800.4040,134.7158
800.4386,134.7212
800.4433,134.7243
800.5703,134.7338
800.6233,134.7452
800.6513,134.7579
800.6707,134.7699
800.7111,134.7828
800.7541,134.7943
800.7666,134.8012
800.7689,134.8059
800.8029,134.7993
800.8546,134.7951
800.9021,134.7884
801.0124,134.7866
801.0960,134.7890
801.1483,134.7939
801.1511,134.7980
801.2150,134.8014
801.2295,134.8044
801.2543,134.8053
801.2697,134.8042
801.2756,134.8002
801.3293,134.7982
801.3550,134.7915
801.4558,134.7851
801.4673,134.7791
801.5126,134.7750
801.5286,134.7696
801.6193,134.7642
801.6349,134.7588
801.6430,134.7527
801.6998,134.7491
801.7211,134.7421
801.7897,134.7365
801.8205,134.7303
801.9340,134.7292
801.9632,134.7248
801.9859,134.7210
802.0397,134.7181
